texto,label,emocion
im y yo sentimos ive tiene un montón de años para ir zenden dijo boston en línea amsterdam reuters explosiones dañaron un tribunal holandés el lunes horas antes del juicio del secuestrador de la cerveza magnate freddy heineken estaba listo para comenzar la policía holandesa dijo,0,tristeza
me siento de nuevo en mi cama cuidando de mi ojo punzante,2,amor
veo lo que la cultura ritalin está haciendo a los niños y sus flias me siento sorprendido,5,sorpresa
sé que no estoy solo cuando digo que a menudo me siento apresurado,3,enojo
respondo sintiéndome inteligente de nuevo,1,alegria
esto se debe a que me siento muy satisfecho con la selección de la canción.,1,alegria
estoy sintiendo mal en este momento,0,tristeza
"pienso o siento gratitud, pienso en mi bondadoso y gentil padre celestial.",1,alegria
"empecé a sentir mi espalda dolorida, especialmente la parte inferior de la espalda",0,tristeza
me siento mucho apoyo y muy honrado porque fui elegido para representar a mi país.,1,alegria
he estado diciendo cosas durante varios días que siento que pueden ser demasiado optimistas.,1,alegria
me siento amada y bendecida gracias allah,2,amor
"no debo sentirme tonta, perdida, infeliz y con disgusto.",0,tristeza
nunca quiero que ella sienta el dolor de la lucha del sufrimiento.,0,tristeza
lo siento sinceramente por ti,0,tristeza
tengo la sensación de que va a empezar a aparecer durante todo el horario estelar con su inocente cara de asesino potencial.,1,alegria
me sentía letárgica jajaja,0,tristeza
"la extraño mucho cada momento, pero ahora siento que la extraño aún más como si estuviera tan lejos como siempre lo ha estado porque estoy tan distraído.",3,enojo
siento que es un poco de cómo me vestía en verano con principalmente jeremy scott murua amp noticias alegres,1,alegria
"todavía trato de obligarme a hacer algo, incluso si me siento irritable, retirado y tranquilo en ese momento.",3,enojo
"siento que estoy escribiendo este blog por razones egoístas, pero sé que dios puede usarlo para su propósito.",3,enojo
i o lambrusco pero la calidad es mucho más alta que muchos de esos vinos que siento que es una compra inteligente para aquellos que les gusta un poco dulce y un poco burbujeante,1,alegria
siento que probablemente me hubiera gustado este libro un poco más si no fuera una historia tan simple.,2,amor
me siento tan emocionado de haber hecho tiempo para blog otra vez,1,alegria
"no tengo el odio por el jugo que tuve anoche en este momento, pero no me siento demasiado aficionado al olor a vegetales en mi cocina",2,amor
no puedo ayudar a sentirme agitado acerca de,4,miedo
realmente solo quiero que alguien me abrace y me bese para hacerme sentir amada y segura.,2,amor
"estoy agradecido por mi familia y escribiré un post sobre eso en algún momento también, pero realmente solo quiero sentirme agradecido por mis trabajos que tengo ahora.",1,alegria
también me he sentido completamente abrumado y tan increíblemente poco apreciado.,5,sorpresa
"me siento particularmente molesto con mis compañeros de trabajo, a veces hago las rondas de los pisos encontrando literalmente libras de papel blanco en la basura.",3,enojo
tengo miedo de ver a un millón de jóvenes aspi,4,miedo
me siento muy encantado después de ver el equipo de cricket indio persiguiendo sri lankas mamut total de,1,alegria
id se siente tan derrotado y id tiene que lamer mis heridas,0,tristeza
tengo todos los sentimientos predecibles loki es ese tipo que conozco de muchos otros fandoms no estoy impresionado conmigo por mis sentimientos loki,5,sorpresa
hago esta entrada del blog estoy sintiendo la melancolía corriendo por mis venas,0,tristeza
"los conocí muy bien, pero tengo la sensación de que los he ofendido involuntariamente.",3,enojo
me siento un poco sospechoso,4,miedo
me siento más superior muerto pollo o duelo niño,1,alegria
"realmente pierdo mucho de mi instinto y deseo de anidar cuando estoy embarazada y cuanto más tiempo estoy embarazada, peor se pone, aunque tengo alrededor de un mes de indulto donde me siento creativa de nuevo alrededor de la marca de seis meses y te darás cuenta de que es cuando hice una publicación para halloween.",1,alegria
me he sentido muy triste hoy y no sé cómo arreglarlo,0,tristeza
"me siento enérgico y hinchable, estoy más que feliz de ir al gimnasio, correr afuera con mis hijos o tomar el cochecito para una larga caminata, a menudo hago los tres en un día.",1,alegria
me sentí satisfecho con el manuscrito que informaba los resultados de mi investigación de becas molesto por los requisitos ridículos para,1,alegria
"uso este lavado, ya que es muy agradable y calmante y deja mi piel sintiéndose encantadora y su rosa así que bono",2,amor
me sentía malhumorado y molesto por una situación con una chica que no iba como esperaba.,3,enojo
"yo era muy bueno por la mañana, ya que había estado en el gimnasio y había hecho una clase de zumba seguido de media hora de natación que, por supuesto, en bicicleta hacia y desde lo que me sentía muy virtuoso",1,alegria
"me siento generoso para que pueda entrar una vez al día si te gusta, siempre y cuando sea una nueva respuesta hechizo de habilidad mágica rima o poción, etc.",1,alegria
me siento muy contento ya que en facebook tenemos muchas páginas relacionadas con el cricket que están proporcionando noticias opiniones puntuación actualización de cricket y sitio web como cricket cricnepal,1,alegria
me siento rico esta noche,1,alegria
siento que tiene un toque tan encantador,2,amor
"me siento aquí solo unas horas después de ver esta maldita cosa y nadar en un choque de combate postraumático, me recuerda que los defectos de cliché y sentirse como un personaje secundario en su propia película son lo que a menudo definen nuestras vidas reales y el mundo en el que vivimos.",2,amor
"te garantizo que si estoy mareado o siento que voy a vomitar durante meses, no voy a ser una persona muy agradable.",1,alegria
me siento un poco como un traidor admitiendo que realmente me gustó el nuevo lugar,2,amor
creo que mi juego de tierra es donde me siento más superior,1,alegria
"no estoy tratando de sonar tan deprimida o triste o con el corazón roto, pero sentirme toda mierda de vez en cuando es solo humano.",0,tristeza
me desperté esta mañana sintiéndome un poco decepcionado me registré en un href http calvaryccv,0,tristeza
"me siento ligeramente triunfante virtuoso incluso un total de cinco días sin una gota que parecía difícil después de los excesos de la temporada festiva, un amigo se quedó en el vagón durante todo el período festivo, un nivel de fortaleza que tengo que decir que realmente admiro profundamente bien hecho.",1,alegria
im tan emocionado pensando que algún hombre caliente podría ver mi dulce coño esto me hace sentir tan traviesa una niña traviesa hehehehehe,2,amor
espero no ser así y sentirme inspirada por el prestigio de los demás.,1,alegria
me siento a través de la sensación de llanto al respecto a veces me siento resentido al respecto,0,tristeza
también me siento como un sofista la mitad del tiempo cuando estoy buscando ejemplos de apoyo.,2,amor
"iba a casarme alguna vez, tengo todo listo para ofrecerle porque lo tengo todo junto y cuando salgo a los clubes, incluso los chicos perfectos y guapos se sienten intimidados después de hablar conmigo sobre mi yo inteligente.",1,alegria
tendré que permanecer sintiéndome negligente de todas las cosas relacionadas con el arte.,0,tristeza
"nunca me había quejado o me sentía infeliz para ayudarles, incluso si es señor del examen",0,tristeza
"me sentía aprensivo acerca de mi vida como estudiante, sentí que no podría tener éxito, nunca podría tener éxito.",4,miedo
solo tengo que permitirme aflojar un poco para no sentirme demasiado estresado y restringido por mí mismo.,0,tristeza
"me siento especialmente fuerte acerca de esto, ya que he odiado mis dientes para siempre yo era uno de los desafortunados que tienen mala genética y un ortodoncista aún peor y dentista pediátrico",3,enojo
im sentimiento generoso permite que sea un href https www,2,amor
no me siento tan llorona acerca de ir sola a mi conversión,0,tristeza
"im a bloguear de nuevo simplemente porque me siento muy distraído, aunque supongo que estudiar biología celular ahora",3,enojo
me siento como el boticario en romeo y juliet una comparación desafortunada tal vez,0,tristeza
"me siento sorprendentemente en blanco sobre todo el asunto, no bueno, no malo, no feliz, no triste.",0,tristeza
"conduje a clase me sentía un poco aprensivo, pero todavía sin sudar",4,miedo
"siento que esto es importante en sí mismo, el hecho de que todos tenemos nuestra propia forma individual de duelo.",1,alegria
me siento una mierda en este momento,0,tristeza
creo que resume muy bien la sensación de hablar demasiado sobre las actividades artísticas.,1,alegria
"estoy bastante feliz, pero un poco en el lado nauseabundo para sentirse emocionado",1,alegria
"siento que esto aparentemente ofenda a muchas otras mujeres porque son las únicas mujeres que sienten la necesidad de decir algo grosero, pero voy a hacerlo de todos modos.",3,enojo
me sentí de esta manera antes de que me sentía bastante reacio si debería ir a bishan a buscar a mi novio,4,miedo
me da vergenza mencionar el hecho de que yo poseyó un nokia,0,tristeza
me siento un poco travieso,2,amor
sentiré lo que siento y te diré y juntos nos disculparemos y nos compensaremos y seguiremos amándonos los unos a los otros.,2,amor
"puedo tener muchos hijos, pero si hay demasiados, mi fuerza no sería suficiente y mi esposa se sentiría agobiada.",0,tristeza
lo miro me siento asqueado y algunos lo que molesta por sus acciones,3,enojo
realmente quiero ir a comprar algo de yardage de galería de arte solo para jugar con porque se siente tan increíble,5,sorpresa
me fui a la cama una noche con mi estómago en nudos y me desperté al día siguiente sintiéndome fantástica.,1,alegria
he estado sintiendo tan inquieto últimamente por qué me decoloré tanto el cabello hace un mes,4,miedo
"me siento, pero en última instancia, solo está bien",1,alegria
"me siento como que sólo un poco de costa, pero se han vuelto aún más popular",1,alegria
me siento bastante solo aquí ahora y es solo lunes de medio término,0,tristeza
"no me siento tranquila, la ansiedad está en cada lado.",1,alegria
me siento generoso con esa declaración,2,amor
me siento agitado,3,enojo
"siento que no hay mucha carne, pero la perspectiva yoshidas crece siempre trágica",0,tristeza
"me sentí complaciente de que ahora en gran bretaña con la vida de lluvia inmediata sería un poco más familiar, pero sin embargo tengo los recuerdos de las fotos y ahora tengo la meta de trabajar para mi año sabático y estaría trabajando en eso tan pronto como el sábado cuando estaría ganando",1,alegria
